USER_ID,USER_FULLNAME,USER_USERNAME,USER_PHONENUMBER,USER_EMAIL,USER_DEPARTMENT,USER_ROLE,USER_SKILL,USER_EXPERIENCE,USER_STRENGTH,EVENT_ID,EVENT_TITLE,EVENT_DOMAIN,EVENT_DATE,EVENT_DURATION,EVENT_TRAINER,EVENT_LOCATION,EVENT_DESCRIPTION,EVENT_CAPACITY,EVENT_CURRENTCAPACITY
66166581fc13ae7017ab8fe2,Eachelle,egeator61,313-819-0835,erylett61@hao123.com,IT,user,Firebase,40,2,66167c20e10537e7c52103c9,"Agile Project Management Training",Agile,28-04-2024,4,Orsa,aurum,"Agile Project Management Training teaches agile methodologies and practices",67,38
66166583fc13ae7017ab92ce,Magnum,mtroutqt,922-878-8318,mcluattqt@mapquest.com,IT,user,Agile,1,4,66167c20e10537e80c7b869f,"Mobile App Development Bootcamp",Fullstack,28-04-2024,2,Lindsy,jarvis,"Mobile App Development Bootcamp provides skills to develop mobile applications",56,28
66166583fc13ae7017ab92ce,Magnum,mtroutqt,922-878-8318,mcluattqt@mapquest.com,IT,user,Agile,1,4,66167c20e10537e82b6ef78d,"Network Security Fundamentals Workshop",Network,26-04-2024,4,Gavan,jarvis,"Network Security Fundamentals Workshop covers essential network security concepts",53,39
66166582fc13ae7017ab90d8,Briana,bpresdiecv,806-584-2908,boduggancv@netscape.com,IT,user,Java,12,3,66167c20e10537e72c310187,"Web Development Frameworks Deep Dive Bootcamp",Fullstack,29-04-2024,1,Galven,aurum,"Web Development Frameworks Deep Dive Bootcamp provides in-depth training on web development frameworks",56,34
66166582fc13ae7017ab90d8,Briana,bpresdiecv,806-584-2908,boduggancv@netscape.com,IT,user,Java,12,3,66167c20e10537e82b6ef78d,"Network Security Fundamentals Workshop",Network,26-04-2024,4,Gavan,jarvis,"Network Security Fundamentals Workshop covers essential network security concepts",53,39
66166583fc13ae7017ab92d9,Madlin,mmacmasterr4,768-367-8386,"mgajownikr4@washington.edu",IT,user,Angular,43,4,66167c20e10537e71b41aa82,"Database Administration Crash Course",Database,27-04-2024,5,Karee,groot,"Database Administration Crash Course covers essential database management skills",58,25
66166582fc13ae7017ab912a,Francine,fdillingerf5,647-957-7778,"fvanderstraatenf5@dmoz.org",IT,user,JavaScript,32,5,66167c20e10537e8a3bcf189,"IoT Solutions Workshop",IoT,27-04-2024,5,Barbara,groot,"IoT Solutions Workshop explores Internet of Things technologies and applications",61,33
66166582fc13ae7017ab912a,Francine,fdillingerf5,647-957-7778,"fvanderstraatenf5@dmoz.org",IT,user,JavaScript,32,5,66167c20e10537e72c310187,"Web Development Frameworks Deep Dive Bootcamp",Fullstack,29-04-2024,1,Galven,aurum,"Web Development Frameworks Deep Dive Bootcamp provides in-depth training on web development frameworks",56,34
66166583fc13ae7017ab922d,Ware,wminnismc,527-565-2756,wdonetmc@trellian.com,IT,user,"C++",14,3,66167c20e10537e875099c2a,"Cloud Migration Strategies Workshop",Cloud,21-04-2024,1,Cullin,tardis,"Cloud Migration Strategies Workshop focuses on cloud migration planning and execution",56,31
66166583fc13ae7017ab922d,Ware,wminnismc,527-565-2756,wdonetmc@trellian.com,IT,user,"C++",14,3,66167c20e10537e7b003c74e,"Data Visualization Techniques Training",Data,26-04-2024,5,Dory,falcon,"Data Visualization Techniques Training covers data visualization tools and methods",67,39
66166583fc13ae7017ab922d,Ware,wminnismc,527-565-2756,wdonetmc@trellian.com,IT,user,"C++",14,3,66167c20e10537e7c52103c9,"Agile Project Management Training",Agile,28-04-2024,4,Orsa,aurum,"Agile Project Management Training teaches agile methodologies and practices",67,38
66166581fc13ae7017ab8fb3,Quinton,qjobes4q,914-536-4720,qosirin4q@adobe.com,IT,user,MongoDB,29,3,66167c20e10537e841ea2dd5,"Blockchain Technology Overview Session",Blockchain,25-04-2024,3,Amaleta,tardis,"Blockchain Technology Overview Session introduces blockchain concepts and applications",64,33
66166582fc13ae7017ab9196,Dana,dbugsi5,828-717-2467,deami5@marriott.com,finance,user,Ruby,8,2,66167c20e10537e70a816c8d,"Fullstack Development Bootcamp",Fullstack,24-04-2024,1,Devinne,aurum,"Fullstack Development Bootcamp is an intensive training program",57,37
66166582fc13ae7017ab9196,Dana,dbugsi5,828-717-2467,deami5@marriott.com,finance,user,Ruby,8,2,66167c20e10537e8b1b76003,"Web Development Fundamentals Bootcamp",Fullstack,29-04-2024,1,Kaitlynn,groot,"Web Development Fundamentals Bootcamp provides basic web development skills",65,20
66166582fc13ae7017ab9196,Dana,dbugsi5,828-717-2467,deami5@marriott.com,finance,user,Ruby,8,2,66167c20e10537e875099c2a,"Cloud Migration Strategies Workshop",Cloud,21-04-2024,1,Cullin,tardis,"Cloud Migration Strategies Workshop focuses on cloud migration planning and execution",56,31
66166583fc13ae7017ab91e7,Caren,ckryszkake,167-437-5048,cthomkeke@gravatar.com,IT,user,SQL,28,2,66167c20e10537e6c405f851,"Big Data Analytics Certification Course",Data,23-04-2024,2,Cirillo,groot,"Big Data Analytics Certification Course covers data analytics tools and techniques",62,39
66166583fc13ae7017ab92dc,Kory,kperrycostr7,215-319-0361,"kclemontr7@cargocollective.com",Sales,user,CSS,8,5,66167c20e10537e83cb67476,"Machine Learning Fundamentals Training",Data,21-04-2024,4,Kit,aurum,"Machine Learning Fundamentals Training introduces basic machine learning concepts",57,39
66166583fc13ae7017ab9217,Reeta,rpaulsonlq,700-186-7595,rlapideslq@1688.com,IT,user,"C++",27,2,66167c20e10537e6dda6cc34,"Database Design and Optimization Workshop",Database,20-04-2024,2,Hollis,falcon,"Database Design and Optimization Workshop covers database design and optimization techniques",60,37
66166583fc13ae7017ab92db,Nicoli,nferresr6,550-615-4421,nteodoror6@gnu.org,IT,user,"C++",35,5,66167c20e10537e70a816c8d,"Fullstack Development Bootcamp",Fullstack,24-04-2024,1,Devinne,aurum,"Fullstack Development Bootcamp is an intensive training program",57,37
66166581fc13ae7017ab8f76,Selia,sdummett31,470-236-5272,swight31@fastcompany.com,IT,user,Agile,45,5,66167c20e10537e6f9e78669,"Big Data Processing Techniques Workshop",Data,29-04-2024,4,Broddy,falcon,"Big Data Processing Techniques Workshop covers big data processing and analysis techniques",57,33
66166581fc13ae7017ab8f76,Selia,sdummett31,470-236-5272,swight31@fastcompany.com,IT,user,Agile,45,5,66167c20e10537e8a3bcf189,"IoT Solutions Workshop",IoT,27-04-2024,5,Barbara,groot,"IoT Solutions Workshop explores Internet of Things technologies and applications",61,33
66166583fc13ae7017ab91c1,Alexi,adabnotjc,887-563-4468,"abuckenhamjc@blinklist.com",IT,user,Node.js,37,1,66167c20e10537e7714b2053,"IoT Security Best Practices Training",IoT,21-04-2024,3,Aaren,groot,"IoT Security Best Practices Training focuses on securing Internet of Things devices and networks",54,40
66166583fc13ae7017ab91c1,Alexi,adabnotjc,887-563-4468,"abuckenhamjc@blinklist.com",IT,user,Node.js,37,1,66167c20e10537e770366221,"Cloud Security Best Practices Seminar",Cloud,24-04-2024,4,Rose,aurum,"Cloud Security Best Practices Seminar focuses on securing cloud environments",52,21
66166583fc13ae7017ab91c1,Alexi,adabnotjc,887-563-4468,"abuckenhamjc@blinklist.com",IT,user,Node.js,37,1,66167c20e10537e8c57ab3e8,"Frontend Frameworks Masterclass",Fullstack,23-04-2024,3,Arv,tardis,"Frontend Frameworks Masterclass focuses on modern web development tools",69,39
66166581fc13ae7017ab8fc9,Sapphira,smccuffie5c,883-196-0405,scoverlyn5c@github.io,IT,user,Java,22,5,66167c20e10537e85f4fe4b0,"Data Analysis Workshop",Data,19-04-2024,3,Mandie,tardis,"Data Analysis Workshop provides hands-on analytical skills",66,38
66166581fc13ae7017ab8fc9,Sapphira,smccuffie5c,883-196-0405,scoverlyn5c@github.io,IT,user,Java,22,5,66167c20e10537e80985c409,"Cloud Architecture Design Principles Seminar",Cloud,22-04-2024,5,Bronny,jarvis,"Cloud Architecture Design Principles Seminar discusses principles for designing cloud architectures",70,38
66166582fc13ae7017ab903c,Vlad,vsawyer8j,887-238-9156,vcrosfield8j@bbb.org,IT,user,Git,18,1,66167c20e10537e73df52120,"Software Quality Assurance Training",Fullstack,20-04-2024,2,Crysta,falcon,"Software Quality Assurance Training covers software quality assurance methodologies and practices",67,23
66166581fc13ae7017ab9004,Uriah,ucrothers6z,386-658-2501,utavener6z@mtv.com,IT,user,"C++",5,2,66167c20e10537e6d7ef1236,"Agile Scrum Master Certification Course",Agile,19-04-2024,4,Garrett,tardis,"Agile Scrum Master Certification Course prepares individuals for Scrum Master roles",59,33
66166581fc13ae7017ab8f99,Una,ueastope40,834-874-0436,uaslin40@unesco.org,IT,user,React,2,2,66167c20e10537e7916ba1e0,"Cloud Computing Certification Course",Cloud,20-04-2024,4,Quintana,groot,"Cloud Computing Certification Course covers cloud infrastructure and services",54,21
66166581fc13ae7017ab8f4d,Kyle,ksixsmith1w,491-377-1553,"ktricker1w@deliciousdays.com",Sales,user,Node.js,35,1,66167c20e10537e752949fc5,"Cybersecurity Threats and Mitigation Seminar",Cybersecurity,23-04-2024,2,Gabey,jarvis,"Cybersecurity Threats and Mitigation Seminar discusses cybersecurity threats and mitigation strategies",56,23
66166581fc13ae7017ab8f4d,Kyle,ksixsmith1w,491-377-1553,"ktricker1w@deliciousdays.com",Sales,user,Node.js,35,1,66167c20e10537e85f4fe4b0,"Data Analysis Workshop",Data,19-04-2024,3,Mandie,tardis,"Data Analysis Workshop provides hands-on analytical skills",66,38
66166581fc13ae7017ab8f4d,Kyle,ksixsmith1w,491-377-1553,"ktricker1w@deliciousdays.com",Sales,user,Java,3,5,66167c20e10537e752949fc5,"Cybersecurity Threats and Mitigation Seminar",Cybersecurity,23-04-2024,2,Gabey,jarvis,"Cybersecurity Threats and Mitigation Seminar discusses cybersecurity threats and mitigation strategies",56,23
66166581fc13ae7017ab8f4d,Kyle,ksixsmith1w,491-377-1553,"ktricker1w@deliciousdays.com",Sales,user,Java,3,5,66167c20e10537e85f4fe4b0,"Data Analysis Workshop",Data,19-04-2024,3,Mandie,tardis,"Data Analysis Workshop provides hands-on analytical skills",66,38
66166581fc13ae7017ab8f73,Barbaraanne,bzimmer2y,385-630-6206,bsatchel2y@about.me,finance,user,Angular,20,1,66167c20e10537e8b1b76003,"Web Development Fundamentals Bootcamp",Fullstack,29-04-2024,1,Kaitlynn,groot,"Web Development Fundamentals Bootcamp provides basic web development skills",65,20
66166581fc13ae7017ab8f73,Barbaraanne,bzimmer2y,385-630-6206,bsatchel2y@about.me,finance,user,Angular,20,1,66167c20e10537e8a3bcf189,"IoT Solutions Workshop",IoT,27-04-2024,5,Barbara,groot,"IoT Solutions Workshop explores Internet of Things technologies and applications",61,33
66166581fc13ae7017ab8f46,Val,vmaciak1p,246-521-0823,"vnozzolinii1p@theguardian.com",IT,user,Swift,7,4,66167c20e10537e6d7ef1236,"Agile Scrum Master Certification Course",Agile,19-04-2024,4,Garrett,tardis,"Agile Scrum Master Certification Course prepares individuals for Scrum Master roles",59,33
66166581fc13ae7017ab8f4b,Timmy,twestcarr1u,665-734-5468,tgrutchfield1u@mit.edu,IT,user,Ruby,31,4,66167c20e10537e73df52120,"Software Quality Assurance Training",Fullstack,20-04-2024,2,Crysta,falcon,"Software Quality Assurance Training covers software quality assurance methodologies and practices",67,23
66166582fc13ae7017ab9089,Evelyn,esuterao,951-317-1748,eshelperao@goo.gl,IT,user,CSS,5,5,66167c20e10537e7714b2053,"IoT Security Best Practices Training",IoT,21-04-2024,3,Aaren,groot,"IoT Security Best Practices Training focuses on securing Internet of Things devices and networks",54,40
66166581fc13ae7017ab8f7e,Henrieta,hcollinge39,495-654-0074,"hgartenfeld39@liveinternet.ru",HR,user,Swift,5,5,66167c20e10537e80985c409,"Cloud Architecture Design Principles Seminar",Cloud,22-04-2024,5,Bronny,jarvis,"Cloud Architecture Design Principles Seminar discusses principles for designing cloud architectures",70,38
66166581fc13ae7017ab8f38,Barbara,bedridge1b,943-150-1813,bbimrose1b@is.gd,IT,user,CSS,36,4,66167c20e10537e7b003c74e,"Data Visualization Techniques Training",Data,26-04-2024,5,Dory,falcon,"Data Visualization Techniques Training covers data visualization tools and methods",67,39
66166581fc13ae7017ab8fe9,Lucho,lrozec68,764-624-1866,lbattill68@aboutads.info,IT,user,Node.js,36,3,66167c20e10537e83cb67476,"Machine Learning Fundamentals Training",Data,21-04-2024,4,Kit,aurum,"Machine Learning Fundamentals Training introduces basic machine learning concepts",57,39
66166583fc13ae7017ab91ba,Anselma,abiltonj5,102-147-3652,aleynaghj5@360.cn,IT,user,Node.js,39,4,66167c20e10537e80c7b869f,"Mobile App Development Bootcamp",Fullstack,28-04-2024,2,Lindsy,jarvis,"Mobile App Development Bootcamp provides skills to develop mobile applications",56,28
66166583fc13ae7017ab91ba,Anselma,abiltonj5,102-147-3652,aleynaghj5@360.cn,IT,user,Node.js,39,4,66167c20e10537e7c52103c9,"Agile Project Management Training",Agile,28-04-2024,4,Orsa,aurum,"Agile Project Management Training teaches agile methodologies and practices",67,38
66166583fc13ae7017ab91ba,Anselma,abiltonj5,102-147-3652,aleynaghj5@360.cn,IT,user,Node.js,39,4,66167c20e10537e73df52120,"Software Quality Assurance Training",Fullstack,20-04-2024,2,Crysta,falcon,"Software Quality Assurance Training covers software quality assurance methodologies and practices",67,23
66166583fc13ae7017ab9228,Courtenay,ccrinagem7,711-369-3649,candrasm7@wisc.edu,Sales,user,SQL,32,1,66167c20e10537e83cb67476,"Machine Learning Fundamentals Training",Data,21-04-2024,4,Kit,aurum,"Machine Learning Fundamentals Training introduces basic machine learning concepts",57,39
66166582fc13ae7017ab90a9,Katuscha,kkynanbk,837-607-6957,"kquartermanbk@newsvine.com",IT,user,Java,29,1,66167c20e10537e7714b2053,"IoT Security Best Practices Training",IoT,21-04-2024,3,Aaren,groot,"IoT Security Best Practices Training focuses on securing Internet of Things devices and networks",54,40
66166582fc13ae7017ab90a9,Katuscha,kkynanbk,837-607-6957,"kquartermanbk@newsvine.com",IT,user,Java,29,1,66167c20e10537e6f9e78669,"Big Data Processing Techniques Workshop",Data,29-04-2024,4,Broddy,falcon,"Big Data Processing Techniques Workshop covers big data processing and analysis techniques",57,33
66166582fc13ae7017ab9071,Clare,chovarda0,399-745-0315,"cbrumhama0@sourceforge.net",IT,user,Git,31,5,66167c20e10537e6c405f851,"Big Data Analytics Certification Course",Data,23-04-2024,2,Cirillo,groot,"Big Data Analytics Certification Course covers data analytics tools and techniques",62,39
66166582fc13ae7017ab9089,Evelyn,esuterao,951-317-1748,eshelperao@goo.gl,IT,user,Java,45,1,66167c20e10537e7714b2053,"IoT Security Best Practices Training",IoT,21-04-2024,3,Aaren,groot,"IoT Security Best Practices Training focuses on securing Internet of Things devices and networks",54,40
66166582fc13ae7017ab9081,Wrennie,wvaterag,851-141-6232,wrivardag@java.com,IT,user,HTML,42,1,66167c20e10537e83cb67476,"Machine Learning Fundamentals Training",Data,21-04-2024,4,Kit,aurum,"Machine Learning Fundamentals Training introduces basic machine learning concepts",57,39
66166583fc13ae7017ab91d1,Gilbertine,gsergeauntjs,485-386-2038,gtofftsjs@wikimedia.org,IT,user,React,1,2,66167c20e10537e83e6ca509,"DevOps Essentials Workshop",Data,22-04-2024,1,Marlee,jarvis,"DevOps Essentials Workshop covers practices for software development and operations",55,34
66166583fc13ae7017ab91d1,Gilbertine,gsergeauntjs,485-386-2038,gtofftsjs@wikimedia.org,IT,user,React,1,2,66167c20e10537e8a3bcf189,"IoT Solutions Workshop",IoT,27-04-2024,5,Barbara,groot,"IoT Solutions Workshop explores Internet of Things technologies and applications",61,33
66166583fc13ae7017ab91d1,Gilbertine,gsergeauntjs,485-386-2038,gtofftsjs@wikimedia.org,IT,user,React,1,2,66167c20e10537e70a816c8d,"Fullstack Development Bootcamp",Fullstack,24-04-2024,1,Devinne,aurum,"Fullstack Development Bootcamp is an intensive training program",57,37
66166583fc13ae7017ab9284,Nomi,nstathamor,888-101-9176,"nsollneror@cocolog-nifty.com",IT,user,CSS,40,3,66167c20e10537e72c310187,"Web Development Frameworks Deep Dive Bootcamp",Fullstack,29-04-2024,1,Galven,aurum,"Web Development Frameworks Deep Dive Bootcamp provides in-depth training on web development frameworks",56,34
66166582fc13ae7017ab9098,Zebedee,zgookeyb3,882-545-8883,"zmelhuishb3@thetimes.co.uk",IT,user,Firebase,37,4,66167c20e10537e80c7b869f,"Mobile App Development Bootcamp",Fullstack,28-04-2024,2,Lindsy,jarvis,"Mobile App Development Bootcamp provides skills to develop mobile applications",56,28
66166582fc13ae7017ab9098,Zebedee,zgookeyb3,882-545-8883,"zmelhuishb3@thetimes.co.uk",IT,user,Firebase,37,4,66167c20e10537e8b1b76003,"Web Development Fundamentals Bootcamp",Fullstack,29-04-2024,1,Kaitlynn,groot,"Web Development Fundamentals Bootcamp provides basic web development skills",65,20
66166582fc13ae7017ab9098,Zebedee,zgookeyb3,882-545-8883,"zmelhuishb3@thetimes.co.uk",IT,user,Firebase,37,4,66167c20e10537e83e6ca509,"DevOps Essentials Workshop",Data,22-04-2024,1,Marlee,jarvis,"DevOps Essentials Workshop covers practices for software development and operations",55,34
66166582fc13ae7017ab9098,Zebedee,zgookeyb3,882-545-8883,"zmelhuishb3@thetimes.co.uk",IT,user,Firebase,37,4,66167c20e10537e71b41aa82,"Database Administration Crash Course",Database,27-04-2024,5,Karee,groot,"Database Administration Crash Course covers essential database management skills",58,25
66166581fc13ae7017ab8fd6,Tommi,tgrossier5p,350-493-3579,tamyes5p@miibeian.gov.cn,finance,user,"C++",14,3,66167c20e10537e7a67f3ebc,"AI and ML Applications in Business Training",Data,28-04-2024,1,Jeannine,falcon,"AI and ML Applications in Business Training explores business applications of AI and ML",53,21
66166581fc13ae7017ab8fd6,Tommi,tgrossier5p,350-493-3579,tamyes5p@miibeian.gov.cn,finance,user,"C++",14,3,66167c20e10537e73df52120,"Software Quality Assurance Training",Fullstack,20-04-2024,2,Crysta,falcon,"Software Quality Assurance Training covers software quality assurance methodologies and practices",67,23
66166581fc13ae7017ab8fe1,Abdul,agaskoin60,627-346-7516,abrymham60@cafepress.com,IT,user,SQL,26,2,66167c20e10537e6d7ef1236,"Agile Scrum Master Certification Course",Agile,19-04-2024,4,Garrett,tardis,"Agile Scrum Master Certification Course prepares individuals for Scrum Master roles",59,33
66166582fc13ae7017ab9166,Issy,inormantongt,696-919-0066,iburstowgt@discovery.com,Sales,user,JavaScript,37,3,66167c20e10537e7c2855baa,"Software Testing Techniques Workshop",Fullstack,25-04-2024,1,Neddy,jarvis,"Software Testing Techniques Workshop covers software testing methodologies",50,22
66166581fc13ae7017ab9013,Lissy,lkarpmann7e,204-451-1917,lmadelin7e@foxnews.com,IT,user,"C++",3,2,66167c20e10537e7714b2053,"IoT Security Best Practices Training",IoT,21-04-2024,3,Aaren,groot,"IoT Security Best Practices Training focuses on securing Internet of Things devices and networks",54,40
66166581fc13ae7017ab9013,Lissy,lkarpmann7e,204-451-1917,lmadelin7e@foxnews.com,IT,user,"C++",3,2,66167c20e10537e70a816c8d,"Fullstack Development Bootcamp",Fullstack,24-04-2024,1,Devinne,aurum,"Fullstack Development Bootcamp is an intensive training program",57,37
66166583fc13ae7017ab91ce,Garv,gperchejp,525-603-7980,"gphillipsjp@vistaprint.com",IT,user,Agile,37,5,66167c20e10537e80c7b869f,"Mobile App Development Bootcamp",Fullstack,28-04-2024,2,Lindsy,jarvis,"Mobile App Development Bootcamp provides skills to develop mobile applications",56,28
66166583fc13ae7017ab9207,Jennee,jtoplinla,736-997-4455,"jgervaisela@printfriendly.com",IT,user,Swift,23,1,66167c20e10537e73df52120,"Software Quality Assurance Training",Fullstack,20-04-2024,2,Crysta,falcon,"Software Quality Assurance Training covers software quality assurance methodologies and practices",67,23
66166583fc13ae7017ab9207,Jennee,jtoplinla,736-997-4455,"jgervaisela@printfriendly.com",IT,user,Swift,23,1,66167c20e10537e841ea2dd5,"Blockchain Technology Overview Session",Blockchain,25-04-2024,3,Amaleta,tardis,"Blockchain Technology Overview Session introduces blockchain concepts and applications",64,33
66166582fc13ae7017ab9188,Crissie,cstreetleyhr,784-722-4690,ckillingbackhr@pen.io,Sales,user,MongoDB,43,1,66167c20e10537e7a67f3ebc,"AI and ML Applications in Business Training",Data,28-04-2024,1,Jeannine,falcon,"AI and ML Applications in Business Training explores business applications of AI and ML",53,21
66166582fc13ae7017ab9188,Crissie,cstreetleyhr,784-722-4690,ckillingbackhr@pen.io,Sales,user,MongoDB,43,1,66167c20e10537e7916ba1e0,"Cloud Computing Certification Course",Cloud,20-04-2024,4,Quintana,groot,"Cloud Computing Certification Course covers cloud infrastructure and services",54,21
66166582fc13ae7017ab9188,Crissie,cstreetleyhr,784-722-4690,ckillingbackhr@pen.io,Sales,user,MongoDB,43,1,66167c20e10537e6f9e78669,"Big Data Processing Techniques Workshop",Data,29-04-2024,4,Broddy,falcon,"Big Data Processing Techniques Workshop covers big data processing and analysis techniques",57,33
66166581fc13ae7017ab8fe1,Abdul,agaskoin60,627-346-7516,abrymham60@cafepress.com,IT,user,Java,13,3,66167c20e10537e6d7ef1236,"Agile Scrum Master Certification Course",Agile,19-04-2024,4,Garrett,tardis,"Agile Scrum Master Certification Course prepares individuals for Scrum Master roles",59,33
66166583fc13ae7017ab9249,Chlo,corvisn4,319-565-4128,cspacyn4@vinaora.com,Sales,user,MongoDB,32,3,66167c20e10537e7a67f3ebc,"AI and ML Applications in Business Training",Data,28-04-2024,1,Jeannine,falcon,"AI and ML Applications in Business Training explores business applications of AI and ML",53,21
66166581fc13ae7017ab8f22,Layla,lteaseyp,532-856-2354,lmulvanyp@sun.com,IT,user,React,8,2,66167c20e10537e770366221,"Cloud Security Best Practices Seminar",Cloud,24-04-2024,4,Rose,aurum,"Cloud Security Best Practices Seminar focuses on securing cloud environments",52,21
